,Rating,Title,Review,Review_Date
2618,5.0,Full time hit,Full paisa wasool,Reviewed in India 🇮🇳 on 29 December 2022
2619,5.0,Go for it nice product,Very nice 👌 product on a low price range well design and a quality was very nice,Reviewed in India 🇮🇳 on 9 December 2022
2620,4.0,Good,Good,9 September 2022
2621,5.0,Nice Product,Good Product,3 January 2023
2622,1.0,Worst Purchase Ever,"In the same budget infact the less thn the budget of this phone, alot of good phones are there in the marketActually I thought OnePlus was very good brand, but lemme tell you guys this is one of the badest purchase experience I've ever hadfor this budget features given are very below averageIf possible given the rating in NEGATIVE",19 April 2023
2623,4.0,Value for money!,One of the cheapest one plus phones that everyone can afford.. It's a very decent smart phone and worth every penny that you pay for!Blindly go for it without a second thought.. it's worth it,30 June 2022
2624,5.0,Very nice,Very nice,30 December 2022
2625,4.0,Good,It is fine to buy for a causal person...Am not sure how it works if we play more online games,26 July 2022
2626,3.0,It's a better smartphone but not very good.,"The media could not be loaded.
                



 Fingerprint reader is quick,Battery 🔋 life is good 👍,Camera quality not so good but a decent camera quality provide,Phone come with Media tec processor not snapdragon processor,Display is good 👍 and 90Hz vs AMOLED make smoothly but in this price segment other brands give 120Hz vs AMOLED and Samsungprovides (SAMOLED) display,Phone look good 👍,5g phone but in india 5g network provide only 8 band,Phone is lite weight and thin.No any IP ratting,Phone Charging speed is fast with 65W Oneplus charger,Reverse charge technology is also good in this Phone,All over good smartphone but in this segment much more good quality product you can take.",3 May 2022
2627,4.0,One of the best Phone,I loved it,2 September 2022
2628,4.0,Camera quality,Camera quality is very poor,2 September 2022
2629,5.0,Best for camera and battery,,2 January 2023
2630,4.0,Gud phone,Gud phone,4 September 2022
2631,4.0,Mst thanks Amazon,Betri and cemra,3 September 2022
2632,5.0,Yes,Yes,3 January 2023
2633,5.0,Amazing,Amazing phone,29 December 2022
2634,4.0,Good 👍,,10 September 2022
2635,4.0,Good camera,Good cameraGood batteryTouch screen also goodOverall phone is good in budget,8 August 2022
2636,5.0,Awesome choice to upgrade yourselves.,Pehle sab mujhe ignore karte theeee.....Fir mene oneplus ka mobile le liyaaaa......🤣🤣Best part of it is I didn't had to worry about Android 11 anymore as I got updated to Android 12 in very first month. Performance is cool. Look is cool. Camera is cool. Gaming is cool. You will get fulfilled on very first update. Means dude what else you need. Attractive choice👌👌👌👌,15 September 2022
2637,4.0,It have nice camera and battery backup,Battery backup is very good,31 August 2022
2638,5.0,Ok,,31 December 2022
2639,5.0,Amazing Mobile by Performance,"Amazing Mobile by Performance, battery life, camera and light weight.",18 December 2022
2640,5.0,Budget phone with all facilities,"It's optimised mobile in a reasonably good budgetThose who wants to get an experience of one plus first time , they can buy this one",20 November 2022
2641,4.0,Not happy with camera,"Apart from Camera, everything is awesome in this price range as it's comes with 3 dedicated slots where we can use 2 sim card and memory card also it having 3mm jack for using wired headphones and it supports 65w fast charging. For normal use battery lasts for 1.5 days",26 April 2022
2642,4.0,.,Good,7 September 2022
2643,4.0,Not bad,Good,7 September 2022
2644,5.0,Good one for this price.,"The media could not be loaded.
                



 I have been looking to buy this phone for a long time. The phone is worth its price. I am writing this review after a month of use.Good quality. Very fast. A single charge should last 10-12 hours (minimum) if you are not a gamer or a constant user of the phone. And it comes with a 65w charger. It only takes 20 minutes to go from 0 to 80%. It also has a good processor. It also provides a free case. Overall it is a budget friendly phone for the average user.",9 July 2022
2645,5.0,Best phone in that price,Best one,3 January 2023
2646,4.0,Power Packed Device,Just Awesome Go For This,30 August 2022
2647,3.0,Not worth to buy,"Mobile OS becomes slow after 6months, camera quality is not good, better to go with Samsung",22 November 2022
2648,4.0,Best phone in India,I like this phone,2 September 2022
2649,4.0,Amazing phone but a little expensive!,Nice phone on this price range. Go for it!,25 August 2022
2650,3.0,Touchscreen response  is bit  slow,"Touch is bit slow , movement of swipe is slow",22 November 2022
2651,4.0,Good Quality Phone,1st Day Gate A Update for Android 12,26 August 2022
2652,3.0,Worst camera,"The media could not be loaded.
                



 Mobile looks good for using Very smooth but what you except one plus camera very .. worst camera quality it's not like 19k mobile like 8k mobile... Disappointed ,very bad no worth of camera both front and rear poor quality for 19 k will get better camera quality in other brand , pixel also very very bad... Anyone If u prefer camera plz don't by .this",22 August 2022
2653,4.0,Amazon is the best option for online shopping 👌,Nice phone.camera quality also very good.,1 September 2022
2654,4.0,Decent,Average phone at this price,31 August 2022
2655,4.0,Good budget oneplus product,As expected a low budget one plus product could be,17 August 2022
2656,4.0,Good product,I have brought a good product,4 September 2022
2657,3.0,Display not ok,I had purchased this phone by brand but display is not good. Rest all ok. Camera is ok but due to display photos not come clear,21 October 2022
2658,3.0,Worst battery,Very worst battery life ....i will not recommended,26 November 2022
2659,5.0,Best phone in 25 k,I found this processor very smooth & responsive even after installing tons of app. Video recording in 4k is dope.Recommended.,28 November 2022
2660,4.0,Good,Awesome,Reviewed in India 🇮🇳 on 14 September 2022
2661,4.0,Slim and stylish,Case cover qualiy was poor,Reviewed in India 🇮🇳 on 30 August 2022
2662,5.0,3 month review,"All over nice phone,but microphone is not good for call",Reviewed in India 🇮🇳 on 18 December 2022
2663,4.0,Everything is good but camera quality is not good,,Reviewed in India 🇮🇳 on 14 September 2022
2664,4.0,Very good,In this price product is value for money and touch is very munch fast and smooth,Reviewed in India 🇮🇳 on 28 July 2022
2665,1.0,Say no to online mobile purchase,"Well, I have seen couple of mouthwatering online offers and took this phone . Just for a week it work really well then after there is network issue which still I am facing . In nutshell the difference is just of 500 to 700 rupees, go visit outlet happily give the difference and stay tension free.",Reviewed in India 🇮🇳 on 23 April 2023
2666,5.0,The design of that phone,Is a nice Mobile phone actually I purchased for my Father & he also very happy after using this less price good phone..,Reviewed in India 🇮🇳 on 25 November 2022
2667,5.0,Just Wow experience after 2months.,Company should give ammolated display in this price.,Reviewed in India 🇮🇳 on 20 December 2022
2668,4.0,Not bad,Okay phone,Reviewed in India 🇮🇳 on 2 September 2022
2669,3.0,Battery is worst,Pls do not buy this phone as the battery is very poor very very poor . There are many options available in this price you can opt one of them.,Reviewed in India 🇮🇳 on 16 October 2022
2670,4.0,This is smooth like butter,Everything is good but the battery is the only issue. if it would be 5000mah then it would be great,Reviewed in India 🇮🇳 on 25 July 2022
2671,5.0,One plus Nord ce2 best smartphone,Even better than the iPhone .  camera performance is very good  .Very smooth and fast . and best budget smart phone,Reviewed in India 🇮🇳 on 24 November 2022
2672,4.0,Nice product,,Reviewed in India 🇮🇳 on 3 September 2022
2673,5.0,Nice phone in a medium budget or pricing,Its a good budget phone however it requires few improvement in the camera and its a lilltle heavy..... A good phone btw 🙂,Reviewed in India 🇮🇳 on 23 November 2022
2674,3.0,Camera quality not good,Not worth buying,Reviewed in India 🇮🇳 on 1 December 2022
2675,3.0,Battery,As I used this mobile i found battery charging is very slow it take appropriate 3 hours to fully charged and camera quality is very bad,Reviewed in India 🇮🇳 on 19 October 2022
2676,4.0,Here's a Helpfull Review.,Camera - You can get in a 17-20k range phoneProcessor - good for this rangeBattery life - one charge per day (moderate to high screen time)Touch and display - greatGaming - great (for 2-3hrs a day)Speaker - single but loud.Other Specs - satisfyingAnd you get a case and a 65w soopervooc charger 👌🏻,Reviewed in India 🇮🇳 on 6 March 2022
2677,4.0,Average mobile,Don't feel like 1plus phone.,Reviewed in India 🇮🇳 on 29 August 2022
2678,3.0,Very very Bad,Not good camera and battery backup,Reviewed in India 🇮🇳 on 1 December 2022
2679,4.0,Average phone,Average phone in this price range by One Plus brand. Felt a bit overpriced compared to similar specs phone. Don't expect premium features as in One Plus.,Reviewed in India 🇮🇳 on 10 July 2022
2680,3.0,Nice product,Nice of  product,Reviewed in India 🇮🇳 on 2 December 2022
2681,4.0,Camera clarity not good,Camera clarity not good,Reviewed in India 🇮🇳 on 28 August 2022
2682,5.0,Good phone,"Design & in-hand fells are looks premium & glosssy back fells glass but it's shiny plastic body! lite Weight phoneDISPLAY is Ok ok type not feels amoled & it's really smooth 90hz If u watching in full screen Cricket aur any videos side banners are Cuts 👎 really hate thisBATTERY will be easily 1 days Battery backup in full charge & fast charging is best 0-100 in 37min that's greatCAMERA is good no complanesPERFORMANCE is Good u full enjoy any type of games & no lagMISSING some extra features OP alert slider , glass Back , sterio speakers, 120hz refresh rate",Reviewed in India 🇮🇳 on 11 April 2022
2683,4.0,50 50 product,Not bad,Reviewed in India 🇮🇳 on 2 September 2022
2684,4.0,Good,,Reviewed in India 🇮🇳 on 13 September 2022
2685,4.0,No heating issue,I am in love with this phone. The battery life is just too good. Gets charged so quickly ..... In about 15 minutes and goes on for almost 2 days. Camera is also good. I have switched from iphone and I am very happy with the battery specifically.,Reviewed in India 🇮🇳 on 23 April 2022
2686,4.0,No complaint,Now using 📱 for one month. Good performance no complaint.,Reviewed in India 🇮🇳 on 22 August 2022
2687,3.0,My phone was damage I need help how to replace my phone,Phone damege i want to replace phoneKindly assist,Reviewed in India 🇮🇳 on 24 November 2022
2688,3.0,"Some apps not work smoothly like jio pos,Mitra app",,Reviewed in India 🇮🇳 on 1 December 2022
2689,5.0,All overall good phone in this price,Overall good phone in this price,Reviewed in India 🇮🇳 on 24 December 2022
2690,4.0,Performance was Good,Friendly budget phone from 1 plus,Reviewed in India 🇮🇳 on 28 August 2022
2691,4.0,I am very happy for the product,After use 14 days found one yellow mark in screen,Reviewed in India 🇮🇳 on 16 August 2022
2692,3.0,Average phone,Average phone,Reviewed in India 🇮🇳 on 2 December 2022
2693,5.0,Poor performance,After three months of use... honest review for all of you...most of the features are good.howvwr it has very high heating issues and things stop working when it will heat up a bit. Had a word with CS team. They are giving options for troubleshooting but no one bothering to fix issue. Not worth buying this phone,Reviewed in India 🇮🇳 on 27 September 2022
2694,4.0,Overall performance great,"Overall, good performance but there should be more smoothness...Battery- goodCamera- moderateProcessor- goodDisplay- goodRefresh rate- good but not give full performanceDesign- good but not fit in handPrice-19999 good",Reviewed in India 🇮🇳 on 16 June 2022
2695,5.0,Great phone must try one plus once,Great phone loved it,Reviewed in India 🇮🇳 on 25 December 2022
2696,4.0,Good product,"I like all its operations, functionsDislike it's cover",Reviewed in India 🇮🇳 on 21 August 2022
2697,4.0,Good,Memory card option not thare,Reviewed in India 🇮🇳 on 27 August 2022
2698,4.0,Packs a lot,May rank low in terms of popularity/ usgae but is a worthy buy.,Reviewed in India 🇮🇳 on 16 August 2022
2699,4.0,Honest review after 5 days ..,Fingerprint sensor is responsive .Camera quality is 7.5/10 xpectations from 1+Display is smooth with 120HzNo heating issue as of nowFast charging and long lasting battery too ..Lasts greater than a full day after moderate usage...If u have to buy a phone for camera .. dont buy 1+nord ce 2 lite .. else its good in 18.5 k for 6gb/128gb,Reviewed in India 🇮🇳 on 7 May 2022
2700,4.0,Just okay,Average,Reviewed in India 🇮🇳 on 2 September 2022
2701,4.0,Nice but battery drain quickly,,Reviewed in India 🇮🇳 on 4 September 2022
2702,4.0,Not Bad,"Good mobile from 1+ camera 📷 quality avarage and battery 🔋 also avarage, expected more from OnePlus",Reviewed in India 🇮🇳 on 27 July 2022
2703,4.0,Worthy!!,,Reviewed in India 🇮🇳 on 6 September 2022
2704,5.0,Too good 👍,Very amaging product OnePlus thank you,Reviewed in India 🇮🇳 on 23 December 2022
2705,4.0,Front camera is superb !!! Battery life is amazing  ..go blindly for it,,Reviewed in India 🇮🇳 on 3 September 2022
2706,4.0,Battry life and brand,Nice mobile for price under 20k,Reviewed in India 🇮🇳 on 26 August 2022
2707,4.0,Battery performance,Battery consumption is very fast,Reviewed in India 🇮🇳 on 30 August 2022
2708,4.0,All the point click this phone.,Battery life not good other wise good phone.,Reviewed in India 🇮🇳 on 29 August 2022
2709,4.0,Waist of money phone,"Camera quality nit good, look like Chanies phones",Reviewed in India 🇮🇳 on 19 August 2022
2710,5.0,"Awesome Smooth mobile, i review after 7month , best condition ♥️",Smooth & best quality,27 December 2022
2711,4.0,Night mode is very best,wide angle lence is negetive point,24 August 2022
2712,4.0,Avarage,Product is good but not like OnePlus phones,23 August 2022
2713,4.0,Ok,Recommended,6 September 2022
2714,1.0,Every morning black screen pop ups,"Phone screen remains black for 1-2 hrs every morning, tried restart and software updates check etc but issue persists. Has to slide down and click on settings to make it working every time.. had couple of MI phones before it, I never faced these type of issues.",23 April 2023
2715,4.0,Worthy,Overall the mobile is good at the range of 20k.This mobile is suitable for those whole rarely uses mobile in a day.But if you're continuously using this is not suitable for you.,14 June 2022
2716,3.0,Average phone under the budget.,This is not optimum account it's brand name. Camara quality is average. Bettery life is not much good. Finger scanner is not comfortable with cover. Overall is average experience with this phone but not happy with this Brand name. OnePlus is OnePlus but its just like Mi. I'll suggest please find better option before buying this product.,17 August 2022
2717,5.0,Great Cell,"Each and everything about this phone is surprising what was truly more than expected was the charging I literall placed on charge at 9:00 @ 18% battery and after my breakfast @ 9:17 it was 81%, I was shocked and that lasted an ample amount of time in office, have left taking charger to office. Also the night charging is great the phone automatically optimises how fast to charge the mobile so that it reaches 100% at 6 in the morning.Happy till now with the purchase.Though there is a downside I hated the google phone and contact app I am badly missing the stock OnePlus apps, this is OnePlus not some android phone please don't use third party apps just be yourself you are gr8.",26 February 2022
2718,3.0,Camera is not upto the mark,"Camera quality.I bought OnePlus Nord ce 2 5g 2 days back and found that cam is worst than a mobile under 10k. I raised an support request and meanwhile have done factory reset to handover to Amazon. I'm not sure how but factory reset has resolved the cam issue but the technician didn't visit Instead he called me and guided me to install a software and said the product is good and closed the request. Not satisfied with the support and what if my cam shows up same issue. I feel replacement/refund should be done, as this will not be possible after 2/3 days for my order.",12 May 2022
2719,4.0,Beast,,5 September 2022
2720,4.0,Good looking phone,Good processor,6 September 2022
2721,4.0,Good phone in this range,Overall good in this range,25 August 2022
2722,4.0,Doing great,6 months of usage - Doing awesome,22 August 2022
2723,4.0,All ok,Satisfactory,4 September 2022
2724,4.0,Good performance,Good,3 September 2022
2725,3.0,"Battery, ultra fast charging....",Lot of positives but this device has a couple of problems...Proximity sensor is not workingWhen ever i get a call on home screen(when device is unlocked) it isn't visible on full screen..,1 October 2022
2726,5.0,Nice Mobile,Affordable range and nice features,24 December 2022
2727,4.0,Best mid range premium phone.,The phone is good but some time having heating issue.,27 August 2022
2728,4.0,Nice product,Battery ko thoda our long time ke liye chargeble wala Kiya ja sakta hai kya? Jaldi hi khatam ho raha hai.,20 July 2022
2729,5.0,A good buy,A good buy,28 December 2022
2730,3.0,Not Satisfied with One plus,"Sometime I feel need so many things to improve like calling features, network glitch and others packages",10 November 2022
2731,4.0,Excellent,I like this product & Amazon products,23 August 2022
2732,4.0,Overall good,Overall good phone..but battery backup may be issue for heavy user..,12 August 2022
2733,5.0,Nice,Veri nice product,26 December 2022
2734,4.0,Phone is good,Camera quality is good but battery is average.,24 August 2022
2735,5.0,Superb,Superb phone,26 December 2022
2736,4.0,Contact,Product is not upto the mark cannot save contact no either from WhatsApp or direct,26 July 2022
2737,3.0,By far the most average mobile of one plus,"At this price point the camera is below average, non amoled display,feels cheap. Specs are average. Feels so fragile in hand. Sound output is average too. After using likes of one plus 3, 5t and 7 t, it is not at all worthy. At the given price a other phone have better specsEdit - the most buggiest mobile of 1 plus . Somehow out of nowhere contacts are deleted on its own and you have to restore it everytime. Secondly no matter how many times notification of apps is switched off, it comes on automatically. Camera is worst ever.",11 May 2022
2738,5.0,Good,Good,29 December 2022
2739,4.0,Super,Super,7 September 2022
2740,4.0,Superfast charging,Best phone on this price range,Reviewed in India 🇮🇳 on 25 August 2022
2741,5.0,Great Mobile in this range.,"First thanks to Amazon for this safe delivery. Mobile is awesome. performance, camera, display every option is good. Worth in this price range. No need to think much and compare. Simply go for this. Little bit delivery delayed in festive season thats why but deliverd as per the date given. Love you Amazon again.",Reviewed in India 🇮🇳 on 3 October 2022
2742,4.0,Phone is good...worthy for the price.camera quality is bit bad,"Except camera quality,phone is good in price range",Reviewed in India 🇮🇳 on 16 August 2022
2743,5.0,Good product,Fingerprint reader in the wrong position. Cannot get the full print.Otherwise the mobile is good,Reviewed in India 🇮🇳 on 11 December 2022
2744,3.0,Suddenly My Mobile Got Switched Off,"My Name is Arun, I purchased One Plus Nord on 2nd Alril 2022, From Yesterday my mobile got switched off it's not oning, Amazon team it's not even 6 months plz help me with this issue.",Reviewed in India 🇮🇳 on 21 September 2022
2745,5.0,Good,Good,Reviewed in India 🇮🇳 on 29 December 2022
2746,5.0,Nice,Nice,Reviewed in India 🇮🇳 on 28 December 2022
2747,5.0,Awesome product,Very nice,Reviewed in India 🇮🇳 on 25 December 2022
2748,5.0,Reviews,Reviews after 3 days1. Agar aap jyada usage karte ho to approximately battery 11-12 hours chalegi2. Camera is best3. I fetching some bug but it's normal,Reviewed in India 🇮🇳 on 11 November 2022
2749,4.0,Good phone,"For the first time I buying Phones above 20k and on that basis I am writing this and also I am using this phone for a week, slim easy to carry, all of the features are great and the best part is the charger too fast. Thanks Amazon for fast delivery.",Reviewed in India 🇮🇳 on 8 April 2022
2750,4.0,Good Phone but not the best in segment,Battery backup is best camera is not perfect,Reviewed in India 🇮🇳 on 19 August 2022
2751,5.0,Nice worth for price,,Reviewed in India 🇮🇳 on 27 December 2022
2752,4.0,Should have come with Android 12 out of box and dual speakers. 2 Major drawbacks,"Overall decent phoneCamera OKLight weightBetter UI , no bloatwares good pointNice DisplayOS 11 not updated should have been Android 12Mono Speakers average3.5 mm Jack fineColor option limited",Reviewed in India 🇮🇳 on 10 June 2022
2753,4.0,"Canectivity issues ,call drop again and again",During the call phone automatically disconnect several times I face this problem,Reviewed in India 🇮🇳 on 2 August 2022
2754,5.0,OnePlus c2lite,Worth for money...... battery backup is slightly lesser....rest all okk till date,Reviewed in India 🇮🇳 on 9 December 2022
2755,5.0,Super,Ok,Reviewed in India 🇮🇳 on 29 December 2022
2756,3.0,Phone is good with few defects,"Phone is good .. but when it comes to calling someone.. other person is unable to hear and you have to go in an open area so that the other person could hear . It is the major issue. Otherwise battery, camera quality is good",Reviewed in India 🇮🇳 on 3 September 2022
2757,3.0,Camera quality is very poor not 64mp,Camera is worst not like other one plus and all things are good,Reviewed in India 🇮🇳 on 9 November 2022
2758,4.0,Good but best,Phone is good but it send voices msg when you record the call. And not too impressed phone @ 20000 Rs  it can be better go other phone also,Reviewed in India 🇮🇳 on 10 July 2022
2759,5.0,Good in budget.,Best phone.,Reviewed in India 🇮🇳 on 25 December 2022
2760,5.0,Mst,Mind blowing darling,23 December 2022
2761,4.0,Good light weight mobile,ExceptCall recording - - it informs to receiverBuild quality - back side very weekAll other optionsBattery charging very fastFront and back camera goodMemory card slotSound quality is averageDisplay superBack design is goodGorllaglass 5Overall rating  4*Editing after March 15th not found any heating issue,4 March 2022
2762,4.0,Average phone,Not bed,2 September 2022
2763,5.0,Good phone,Good,30 December 2022
2764,4.0,The phone is fine but the camera could have been better and the display too.,The phone is fine but the camera could have been better and the display too...The price should have been a little lower.,8 July 2022
2765,5.0,Superb and outstanding experience I have ever made with a cellphone.,"Excellent Phone and worth buying. All the desired features are upto its mark. Build quality is superb and sturdy, camera is decent, perfomance is outstanding and display is very smooth. I recommend to go for it if anyone wanting to buy it. Thank you Amazon for such a excellent product.",5 October 2022
2766,5.0,Nice,Nice,30 December 2022
2767,5.0,Delivery,The phone is super power house & the delivery boy was too good ...he delivered the product at 10 pm even though tired after whole day hectic schedule ....thank you very much to that person & Amazon !!,24 October 2022
2768,3.0,Bakwaas hai,Oneplus ka logo dekh k khush ho jao bas,20 November 2022
2769,4.0,Aah ah ah,Ah ah ah,3 September 2022
2770,4.0,Camara could have been better otherwise phone is decent ✌🏻,Phone is decent in but camara is below average in this price segment could have been better but i got this deal in 17k because of exchange of old phone make this deal awesome but if I speak in 24k you can choose more feature loaded smartphone compared to nord CE2 ✌🏻,Reviewed in India 🇮🇳 on 4 April 2022
2771,4.0,overall good quality this phone,superb,Reviewed in India 🇮🇳 on 2 September 2022
2772,3.0,Not living up to the name of one plus,"One plus Nord is not up to three name of one plus. The software is little buggy. When a message is typed, the app gets swapped with another one suddenly. User would be stuck to know what had happened.  Fingerprint reader disappers sometimes when a call is in progress. The buttons on homescreen goes away while a call is in progress. There is no lift to wakeup option. Fingerprint reader under the display is really really inconvenient. Chrome tab gets closed with no default blank tab. The annoying privacy alerts when a video call happens, even after notification is turned off.",Reviewed in India 🇮🇳 on 18 May 2022
2773,4.0,Hang issue,"Phone is good but it hangs sometimes,back camera is nice front camera is ok ok but yes camera is so realistic overall phone is nice but main concern is it hangs that is biggest drawback.",Reviewed in India 🇮🇳 on 4 June 2022
2774,5.0,Processor,Like,Reviewed in India 🇮🇳 on 30 December 2022
2775,3.0,Fingerprint scanner not working from 2 month after purchasing,Fingerprint scanner not working from 2 month after purchasing,Reviewed in India 🇮🇳 on 22 November 2022
2776,3.0,Defective camera is setting.,Camera quality is too poor and defective.,Reviewed in India 🇮🇳 on 23 November 2022
2777,4.0,Somewhat satisfied but not fully,Camera is okay… finger print scanner not working all the time.  Normal pool game hangs while playing,Reviewed in India 🇮🇳 on 20 July 2022
2778,4.0,advanced technology,nothing,Reviewed in India 🇮🇳 on 31 August 2022
2779,4.0,Camera,Avarege camera,Reviewed in India 🇮🇳 on 30 August 2022
2780,4.0,Balance phone,Vue for money,29 August 2022
2781,4.0,For office and simple use this phone is vry good in this budget and in this brand,Finger print is decent 9 out of 10Battery life is excelent 10 out of 10Camera quality is good 8 out of 10Over all a decent phone of this brand in this price range,10 June 2022
2782,4.0,Phone becomes iron box,You want to iron your clothes? Just put this phone on charge and iron your clothes. Battery is average. Camera is excellent. Fingerprint is quick and responsive.,4 July 2022
2783,2.0,Battery drains like water even on standby.,Battery drains like water even on standbyPosting after one month of use.Would not recommend unless OnePlua finds a fix to this problem.,9 February 2023
2784,4.0,Camera quality not good,Camera quality not good at all for OnePlus mobile.,20 August 2022
2785,5.0,Phone quality is very nice,"Very good and nice, one plus is brand product.  Camera quality is good and phone functionality is very nice.  Overall phone is very good.",13 November 2022
2786,4.0,Over it's ok.,Lagging problem...,2 September 2022
2787,4.0,Good product,Good battery backup.camera is good but no up to Mark,12 August 2022
2788,4.0,Good quality,Very good device,31 August 2022
2789,4.0,Good phone,Good phone,29 August 2022
2790,5.0,Wow phone!,This mid range phone has got superfast UI and refresh rate really high. No hang problem during multitasking over various apps. The camera quality is excellent gives signature one plus clicks,4 November 2022
2791,2.0,Battery is very bad not lasting even a day,Battery backup is horrible...didn't work for a day,10 March 2023
2792,3.0,Good product,"Under 20,000 its a value for money product, however are few areas where they can improve",4 November 2022
2793,4.0,Wonderful,Wonderful product . Value for money,22 August 2022
2794,4.0,Great deal in budget,"Quite good phone at this price.Back camera is good. Front camera could have been better.Awesome battery backup.Looks good.Network capturing capacity is good.Sometimes the finger print sensor does not work.Sometimes, Phone heats up a bit while charging.",6 May 2022
2795,4.0,Alot of usable features. Good choice,Definitely a good decision to buy over all somany new features are there in this mobile. Watch a video on YouTube to activate advance features.,6 July 2022
2796,5.0,Decent Quality Product except display,"All other features are excellent, slightly disappointed for display quality and resolution.👍",9 December 2022
2797,5.0,It suprised me ;the best out there,Not just the fast charging that's impressive the battery backup is impressive too! The camera does so good ' the rear camera  has an auto HDR glitch  which i have to turn off everysingle time ! The selfie camera is just fantastic! My device doesn't lag not even a bit' and the features it has everything everysingle features for which OnePlus is known for but yea it misses the alert slider . The screen is well lit iand  the software UI it's an add-on to the beautiful screen .I get good ok network speed on this one . I had a hard time on my past device ...This device is really worth purchase,1 March 2022
2798,4.0,Average performance as expected,Average performance seen in the first 7 days of usage. Battery doesn't seem to perform like a 5000mah. Discharges much faster than expected,5 July 2022
2799,5.0,Good mobile,"This is one of the best phone in mid range. But don't expect lot, it just doing good performance. I am a regular usage, just few applications so 2 days battery life I am getting. Camera is okay, try different methods to get clear photo. I use sometimes AI off/no, so we can get different clarity. Display is awesome, it support HRD10+. Not sure in Netflix. Slider button is missing, however I was never use the slider button in my OnePlus 3 earlier. I got this phone at 16500 with exchange of my OnePlus 3 and some Amazon coupon. So it's worth to buy with offers.",25 March 2022
2800,4.0,Budget ke hisaab se thik h,Camera bahot sahi h,30 August 2022
2801,2.0,"Screen touch problem, hanging sometimes.","Screen touch problem, hanging sometimes. Battery ok. display ok.",8 March 2023
2802,4.0,Good product,"Awsome product,Battery life is also good all functions working properly camera is also good must buy....",18 July 2022
2803,5.0,Really good product. Battery life is good.,Good battery life and camera quality. Nice product,13 December 2022
2804,4.0,It's a nice phone.,"It's been more than a week, I have bought this phone, battery life, camera is good. I faced issue while installing Google pay on phone due to flash message issue during verification, but I switched to an alternative payment app.Overall it's a good product.",19 April 2022
2805,5.0,Overall ok,Overall ok,23 December 2022
2806,4.0,Operating system,Good,1 September 2022
2807,4.0,great,great,1 September 2022
2808,4.0,Good product,as a brand 1+ camera quality not good,21 August 2022
2809,4.0,Above Average budget phone,Good features but camera quality is decent in low light. Phone heats up quickly....,29 July 2022
2810,4.0,Fantastic,Overall the performance is good,Reviewed in India 🇮🇳 on 22 August 2022
2811,4.0,Mobile review,Mobile is good and value for money but fingerprint is not that much speed,Reviewed in India 🇮🇳 on 29 July 2022
2812,4.0,Excellent,Good,Reviewed in India 🇮🇳 on 27 August 2022
2813,4.0,Yet performing good,"The media could not be loaded.
                



 Good I like it, but finger prints should be given separately.",Reviewed in India 🇮🇳 on 14 August 2022
2814,4.0,It's good product,Battery charging fast at same time battery drained quickly,Reviewed in India 🇮🇳 on 15 August 2022
2815,5.0,Nice phone,Nice phone,Reviewed in India 🇮🇳 on 28 December 2022
2816,4.0,Spiker problem,Mobile is good but after 2month spikerproblems,Reviewed in India 🇮🇳 on 16 August 2022
2817,4.0,"GOOD BATTERY BACKUP, GOOD CAMERA , SATISFIED, but FINGERPRINT SENSOR IS LAGGING BEHIND","Mobile is good with the given budget, Quick charging, But finger print sensor is bit slower than expected.and when I connected to the Bluetooth device(Beats), I felt that sound quality is bit low.expect this every thing is fine for this budget",Reviewed in India 🇮🇳 on 6 May 2022
2818,4.0,Nice phone as per value of it,Nice phone,Reviewed in India 🇮🇳 on 27 August 2022
2819,5.0,Good,Good,Reviewed in India 🇮🇳 on 28 December 2022
2820,3.0,Good,Good,1 December 2022
2821,4.0,"First time OnePlus user, overall impressed!!","I'm a first time OnePlus user, bought this phone via exchange ,  Camera quality is decent, in-hand feel of this device is mind-blowing, it's so slim nd sleek , you're able to use phone just via one hand, you'll love it. I don't play games, so the performance is so far impressive !!",12 March 2022
2822,4.0,In 20k one plus whats more you can ask,As we all know its reputed premium brand and that u can get at 20k whats more u can ask,14 July 2022
2823,3.0,Battery life,Na,29 November 2022
2824,4.0,App lock,Camera is good,27 August 2022
2825,5.0,Excellent supper phone,Mujhe bhut accha lagga yea phone,18 December 2022
2826,3.0,Not expected this from one plus,I actually a fan of Oneplus mobiles. I am writing this review only becz it removed lock and unlock button.by removing this it lost an identity of Oneplus.,5 October 2022
2827,4.0,Brand in only 25k ...what else you want ...,Using this mob for month and the experience is good .. feels premium back looks very premium ...camera quality is great .... Worth for 25 k .. battery life is excellent... Daily only need to charge for 25 to 30 mins ... Overall good... Has many great features.,4 April 2022
2828,1.0,Phone bend,"Mobile only using 2 months figure print not working  then went to sevices center,  service centre staff said phone was bend but phone not even drop also , Plastic body bonded worstExperience",28 April 2023
2829,4.0,Good mobile,Good mobile,30 August 2022
2830,4.0,Good but can be better,After 1 week of usage .. I am happy with the purchase .. battery camera calling and touch .. all good .. for basic usage and surfing . Some jitters while using the messaging app .With hestation I brought this .. but I am happy now,13 April 2022
2831,4.0,Not Bad,Great deal.. Quite good product 25k worth.,14 August 2022
2832,3.0,Ok,Ok good phone,29 November 2022
2833,4.0,Product is good as value of money,Product is good as value of money,14 August 2022
2834,5.0,Good,Good,1 January 2023
